State,Date,Drought_Index,Precipitation_mm,Soil_Water_Index,Temperature_Stress_Index
Texas,2023-02-05,170.4,6.002999999999999,37.412,-0.23
Texas,2023-02-07,170.0,6.946,37.175999999999995,-0.26333333333333336
Texas,2023-02-11,171.0,7.888999999999999,36.94,-0.2966666666666667
Texas,2023-02-12,172.0,8.831999999999999,36.28,-0.33
Texas,2023-02-14,173.0,9.774999999999999,35.62,-0.345
Texas,2023-02-19,175.5,10.718,34.959999999999994,-0.36
Texas,2023-02-21,178.0,11.661,34.3,-0.375
Texas,2023-02-26,182.5,12.604,33.94333333333333,-0.39
Texas,2023-02-28,187.0,13.547,33.586666666666666,-0.41400000000000003
Texas,2023-03-01,188.4,14.49,33.23,-0.438
Texas,2023-03-02,189.8,10.6,32.988,-0.462
Texas,2023-03-03,191.2,10.86,32.746,-0.486
Texas,2023-03-05,192.6,12.693999999999999,32.504,-0.51
Texas,2023-03-07,194.0,14.527999999999999,32.262,-0.5566666666666666
Texas,2023-03-11,196.0,16.362000000000002,32.02,-0.6033333333333334
Texas,2023-03-12,198.0,18.195999999999998,31.6325,-0.65
Texas,2023-03-14,200.0,20.03,31.245,-0.605
Texas,2023-03-19,201.5,21.864,30.8575,-0.56
Texas,2023-03-21,203.0,23.698,30.47,-0.55
Texas,2023-03-26,209.5,25.532,30.686666666666667,-0.54
Texas,2023-03-28,216.0,27.366,30.903333333333332,-0.4966666666666667
Texas,2023-04-01,216.0,29.2,31.12,-0.4533333333333333
Texas,2023-04-02,216.0,6.26,31.118000000000002,-0.41
Texas,2023-04-03,216.0,36.0,31.116,-0.35333333333333333
Texas,2023-04-04,216.0,35.418,31.114,-0.29666666666666663
Texas,2023-04-09,205.0,34.836,31.112,-0.24
Texas,2023-04-11,194.0,34.254,31.11,-0.31
Texas,2023-04-16,195.5,33.672,31.496666666666666,-0.38
Texas,2023-04-18,197.0,33.09,31.883333333333336,-0.44666666666666666
Texas,2023-04-21,193.66666666666666,32.508,32.27,-0.5133333333333333
Texas,2023-04-23,190.33333333333334,31.926,32.932500000000005,-0.58
Texas,2023-04-25,187.0,31.344,33.595,-0.51
Texas,2023-04-30,186.0,30.762,34.2575,-0.44
Texas,2023-05-01,185.0,30.18,34.92,-0.375
Texas,2023-05-02,184.0,48.69,36.230000000000004,-0.31
Texas,2023-05-03,181.33333333333334,35.24,37.54,-0.245
Texas,2023-05-07,178.66666666666666,35.050000000000004,38.85,-0.18
Texas,2023-05-09,176.0,34.86,40.16,-0.11666666666666665
Texas,2023-05-11,168.0,34.67,41.47,-0.053333333333333316
Texas,2023-05-14,160.0,34.480000000000004,42.486666666666665,0.01
Texas,2023-05-16,152.0,34.290000000000006,43.50333333333334,0.17
Texas,2023-05-21,142.5,34.1,44.52,0.33
Texas,2023-05-23,133.0,33.910000000000004,44.6775,0.43000000000000005
Texas,2023-05-28,124.0,33.720000000000006,44.835,0.53
Texas,2023-05-30,115.0,33.53,44.9925,0.542
Texas,2023-06-01,111.8,33.34,45.15,0.554
Texas,2023-06-02,108.6,17.13,44.736,0.566
Texas,2023-06-03,105.4,11.93,44.321999999999996,0.578
Texas,2023-06-04,102.2,12.606,43.908,0.59
Texas,2023-06-06,99.0,13.282,43.494,0.6599999999999999
Texas,2023-06-11,93.5,13.958,43.08,0.73
Texas,2023-06-13,88.0,14.634,42.1075,0.77
Texas,2023-06-18,88.5,15.31,41.135,0.81
Texas,2023-06-20,89.0,15.986,40.162499999999994,0.7433333333333334
Texas,2023-06-21,93.0,16.662,39.19,0.6766666666666666
Texas,2023-06-25,97.0,17.338,38.35333333333333,0.61
Texas,2023-06-27,101.0,18.014000000000003,37.516666666666666,0.61
Texas,2023-07-01,102.75,18.69,36.68,0.61
Texas,2023-07-02,104.5,10.22,36.432,0.61
Texas,2023-07-03,106.25,5.32,36.184,0.6133333333333333
Texas,2023-07-04,108.0,5.269,35.936,0.6166666666666667
Texas,2023-07-09,109.5,5.218,35.687999999999995,0.62
Texas,2023-07-11,111.0,5.167,35.44,0.515
Texas,2023-07-16,123.5,5.116,34.25666666666667,0.41
Texas,2023-07-18,136.0,5.0649999999999995,33.07333333333333,0.2833333333333333
Texas,2023-07-21,141.0,5.014,31.89,0.15666666666666662
Texas,2023-07-23,146.0,4.963,30.995,0.03
Texas,2023-07-25,151.0,4.912,30.1,-0.05500000000000001
Texas,2023-07-30,153.5,4.861,29.205,-0.14
Texas,2023-08-01,156.0,4.81,28.31,-0.22000000000000003
Texas,2023-08-02,166.5,5.45,27.991999999999997,-0.30000000000000004
Texas,2023-08-03,177.0,16.45,27.674,-0.38
Texas,2023-08-06,187.5,15.665454545454544,27.355999999999998,-0.46
Texas,2023-08-08,198.0,14.88090909090909,27.038,-0.59
Texas,2023-08-11,206.33333333333334,14.096363636363636,26.72,-0.72
Texas,2023-08-13,214.66666666666666,13.311818181818182,26.6875,-0.85
Texas,2023-08-15,223.0,12.527272727272727,26.655,-0.9550000000000001
Texas,2023-08-20,242.66666666666666,11.742727272727272,26.6225,-1.06
Texas,2023-08-21,262.3333333333333,10.958181818181817,26.59,-1.11
Texas,2023-08-22,282.0,10.173636363636364,26.2675,-1.16
Texas,2023-08-27,281.5,9.38909090909091,25.945,-1.21
Texas,2023-08-29,281.0,8.604545454545455,25.622500000000002,-1.24
Texas,2023-09-01,287.25,7.82,25.3,-1.27
Texas,2023-09-02,293.5,36.24,26.166,-1.3
Texas,2023-09-03,299.75,15.41,27.032,-1.33
Texas,2023-09-05,306.0,18.143,27.898,-1.385
Texas,2023-09-10,308.3333333333333,20.876,28.764,-1.44
Texas,2023-09-11,310.6666666666667,23.609,29.63,-1.4466666666666665
Texas,2023-09-12,313.0,26.342,30.09,-1.4533333333333334
Texas,2023-09-17,305.0,29.075000000000003,30.549999999999997,-1.46
Texas,2023-09-19,297.0,31.808,31.009999999999998,-1.48
Texas,2023-09-21,294.0,34.541,31.47,-1.5
Texas,2023-09-24,291.0,37.274,31.61,-1.52
Texas,2023-09-26,288.0,40.007000000000005,31.75,-1.525
Texas,2023-10-01,287.0,42.74,31.89,-1.53
Texas,2023-10-02,286.0,7.54,31.472,-1.54
Texas,2023-10-03,285.0,38.22,31.054000000000002,-1.55
Texas,2023-10-08,270.5,35.85363636363636,30.636,-1.56
Texas,2023-10-10,256.0,33.487272727272725,30.218,-1.5466666666666666
Texas,2023-10-11,254.0,31.120909090909088,29.8,-1.5333333333333334
Texas,2023-10-15,252.0,28.75454545454545,30.38,-1.52
Texas,2023-10-17,250.0,26.388181818181813,30.96,-1.4966666666666666
Texas,2023-10-21,249.66666666666666,24.02181818181818,31.54,-1.4733333333333334
Texas,2023-10-22,249.33333333333334,21.655454545454543,31.836,-1.45
Texas,2023-10-24,249.0,19.289090909090906,32.132,-1.385
Texas,2023-10-29,226.0,16.92272727272727,32.428000000000004,-1.32
Texas,2023-10-31,203.0,14.556363636363631,32.724000000000004,-1.27
Texas,2023-11-01,202.4,12.19,33.02,-1.22
Texas,2023-11-02,201.8,17.45,33.526,-1.17
Texas,2023-11-03,201.2,7.47,34.032000000000004,-1.12
Texas,2023-11-05,200.6,7.374,34.538,-1.07
Texas,2023-11-07,200.0,7.278,35.044,-1.0666666666666667
Texas,2023-11-11,190.33333333333334,7.1819999999999995,35.55,-1.0633333333333335
Texas,2023-11-12,180.66666666666666,7.085999999999999,34.3675,-1.06
Texas,2023-11-14,171.0,6.99,33.185,-0.925
Texas,2023-11-19,159.0,6.894,32.0025,-0.79
Texas,2023-11-21,147.0,6.798,30.82,-0.7050000000000001
Texas,2023-11-26,142.0,6.702,29.96,-0.62
Texas,2023-11-28,137.0,6.606,29.099999999999998,-0.5875
Texas,2023-12-01,136.25,6.51,28.24,-0.5549999999999999
Texas,2023-12-02,135.5,10.13,28.683999999999997,-0.5225
Texas,2023-12-03,134.75,18.29,29.128,-0.49
Texas,2023-12-05,134.0,18.477272727272727,29.572,-0.485
Texas,2023-12-10,135.0,18.664545454545454,30.016000000000002,-0.48
Texas,2023-12-11,136.0,18.85181818181818,30.46,-0.4666666666666667
Texas,2023-12-12,137.0,19.03909090909091,32.1525,-0.4533333333333333
Texas,2023-12-17,135.0,19.226363636363637,33.845,-0.44
Texas,2023-12-19,133.0,19.413636363636364,35.537499999999994,-0.4066666666666667
Texas,2023-12-21,129.66666666666666,19.60090909090909,37.23,-0.37333333333333335
Texas,2023-12-24,126.33333333333333,19.78818181818182,37.4675,-0.34
Texas,2023-12-26,123.0,19.975454545454546,37.705,-0.29500000000000004
Texas,2023-12-31,123.33333333333333,20.162727272727274,37.942499999999995,-0.25
Texas,2024-01-01,123.66666666666667,20.35,38.18,-0.31
Texas,2024-01-02,124.0,3.73,37.064,-0.15
Texas,2024-01-03,117.0,46.84,35.948,0.010000000000000009
Texas,2024-01-08,110.0,43.993,34.832,0.17
Texas,2024-01-09,103.0,41.146,33.716,0.01999999999999999
Texas,2024-01-11,104.33333333333333,38.29900000000001,32.6,-0.13000000000000003
Texas,2024-01-15,105.66666666666667,35.452,33.81666666666667,-0.28
Texas,2024-01-16,107.0,32.605000000000004,35.03333333333333,-0.22000000000000003
Texas,2024-01-21,102.33333333333333,29.758000000000003,36.25,-0.16000000000000003
Texas,2024-01-22,97.66666666666667,26.911,37.775,-0.1
Texas,2024-01-23,93.0,24.064,39.3,-0.12666666666666668
Texas,2024-01-30,77.0,21.217,40.825,-0.15333333333333335
Texas,2024-02-01,76.0,18.37,42.35,-0.18
Texas,2024-02-02,75.0,15.84,42.248000000000005,-0.20666666666666667
Texas,2024-02-03,74.0,8.15,42.146,-0.23333333333333334
Texas,2024-02-05,73.0,8.553636363636365,42.044000000000004,-0.26
Texas,2024-02-06,72.0,8.957272727272727,41.942,-0.15666666666666668
Texas,2024-02-11,71.33333333333333,9.360909090909091,41.84,-0.053333333333333344
Texas,2024-02-12,70.66666666666667,9.764545454545456,41.012,0.05
Texas,2024-02-13,70.0,10.168181818181818,40.184000000000005,-0.0049999999999999975
Texas,2024-02-19,71.5,10.571818181818182,39.356,-0.06
Texas,2024-02-20,73.0,10.975454545454546,38.528000000000006,-0.22333333333333336
Texas,2024-02-21,74.0,11.379090909090909,37.7,-0.3866666666666667
Texas,2024-02-26,75.0,11.782727272727271,36.81666666666667,-0.55
Texas,2024-02-27,76.0,12.186363636363636,35.93333333333333,-0.514
Texas,2024-03-01,76.4,12.59,35.05,-0.47800000000000004
Texas,2024-03-02,76.8,16.63,35.099999999999994,-0.442
Texas,2024-03-03,77.2,21.99,35.15,-0.406
Texas,2024-03-04,77.6,22.709999999999997,35.199999999999996,-0.37
Texas,2024-03-05,78.0,23.43,35.25,-0.245
Texas,2024-03-11,81.5,24.15,35.3,-0.12
Texas,2024-03-12,85.0,24.87,35.91,-0.205
Texas,2024-03-18,83.5,25.59,36.519999999999996,-0.29
Texas,2024-03-19,82.0,26.310000000000002,37.13,-0.026666666666666616
Texas,2024-03-21,81.66666666666667,27.03,37.74,0.23666666666666675
Texas,2024-03-25,81.33333333333333,27.75,36.78333333333333,0.5
Texas,2024-03-26,81.0,28.470000000000002,35.82666666666667,0.625
Texas,2024-04-01,81.5,29.19,34.87,0.75
Texas,2024-04-02,82.0,9.73,35.024,0.6366666666666667
Texas,2024-04-03,82.0,31.96,35.178,0.5233333333333333
Texas,2024-04-08,82.0,32.47727272727273,35.332,0.41
Texas,2024-04-09,82.0,32.99454545454545,35.486,0.36
Texas,2024-04-11,83.66666666666667,33.511818181818185,35.64,0.31
Texas,2024-04-15,85.33333333333333,34.02909090909091,35.84,0.26
Texas,2024-04-16,87.0,34.54636363636364,36.04,0.19
Texas,2024-04-21,88.66666666666667,35.06363636363636,36.24,0.12
Texas,2024-04-22,90.33333333333333,35.58090909090909,37.160000000000004,0.05
Texas,2024-04-23,92.0,36.098181818181814,38.080000000000005,-0.03
Texas,2024-04-29,91.0,36.61545454545455,39.0,-0.11
Texas,2024-04-30,90.0,37.13272727272727,39.92,-0.066
Texas,2024-05-01,89.6,37.65,40.84,-0.022000000000000006
Texas,2024-05-02,89.2,33.68,41.498000000000005,0.022000000000000006
Texas,2024-05-03,88.8,48.14,42.156000000000006,0.06599999999999999
Texas,2024-05-06,88.4,47.211,42.814,0.11
Texas,2024-05-07,88.0,46.282000000000004,43.472,0.15
Texas,2024-05-11,89.0,45.353,44.13,0.19
Texas,2024-05-13,90.0,44.424,43.9225,0.23
Texas,2024-05-14,91.0,43.495000000000005,43.715,0.27
Texas,2024-05-20,89.5,42.566,43.5075,0.31
Texas,2024-05-21,88.0,41.637,43.3,0.10999999999999999
Texas,2024-05-27,89.5,40.708,43.64666666666667,-0.09
Texas,2024-05-28,91.0,39.779,43.99333333333333,-0.1575
Texas,2024-06-01,89.75,38.85,44.34,-0.225
Texas,2024-06-02,88.5,30.07,43.878,-0.2925
Texas,2024-06-03,87.25,9.95,43.416000000000004,-0.36
Texas,2024-06-04,86.0,11.972222222222221,42.954,-0.355
Texas,2024-06-10,89.0,13.994444444444444,42.492000000000004,-0.35
Texas,2024-06-11,92.0,16.016666666666666,42.03,-0.295
Texas,2024-06-17,92.5,18.038888888888888,41.49666666666667,-0.24
Texas,2024-06-18,93.0,20.06111111111111,40.96333333333333,-0.19
Texas,2024-06-21,88.0,22.083333333333332,40.43,-0.14
Texas,2024-06-24,83.0,24.105555555555554,39.513333333333335,-0.09
Texas,2024-06-25,78.0,26.127777777777776,38.596666666666664,-0.105
Texas,2024-07-01,84.0,28.15,37.68,-0.12
Texas,2024-07-02,90.0,17.65,37.674,-0.22666666666666668
Texas,2024-07-03,90.33333333333333,29.52,37.668,-0.33333333333333337
Texas,2024-07-08,90.66666666666667,27.618181818181817,37.662,-0.44
Texas,2024-07-09,91.0,25.716363636363635,37.656,-0.49
Texas,2024-07-11,92.0,23.814545454545453,37.65,-0.54
Texas,2024-07-15,93.0,21.91272727272727,38.36666666666667,-0.59
Texas,2024-07-16,94.0,20.010909090909088,39.08333333333333,-0.5566666666666666
Texas,2024-07-21,89.66666666666667,18.10909090909091,39.8,-0.5233333333333333
Texas,2024-07-22,85.33333333333333,16.207272727272724,39.332,-0.49
Texas,2024-07-23,81.0,14.305454545454543,38.864,-0.39
Texas,2024-07-29,79.5,12.403636363636362,38.396,-0.29
Texas,2024-07-30,78.0,10.50181818181818,37.928,-0.29
Texas,2024-08-01,80.8,8.6,37.46,-0.29
Texas,2024-08-02,83.6,4.58,36.792,-0.29
Texas,2024-08-03,86.4,15.49,36.124,-0.29
Texas,2024-08-05,89.2,17.483636363636364,35.455999999999996,-0.29
Texas,2024-08-06,92.0,19.477272727272727,34.788,-0.22999999999999998
Texas,2024-08-11,97.66666666666667,21.47090909090909,34.12,-0.16999999999999998
Texas,2024-08-12,103.33333333333333,23.464545454545455,33.664,-0.11
Texas,2024-08-13,109.0,25.45818181818182,33.208,-0.19
Texas,2024-08-19,116.5,27.451818181818183,32.751999999999995,-0.27
Texas,2024-08-20,124.0,29.445454545454545,32.296,-0.3433333333333333
Texas,2024-08-21,136.33333333333334,31.439090909090908,31.84,-0.41666666666666663
Texas,2024-08-26,148.66666666666666,33.43272727272727,34.02,-0.49
Texas,2024-08-27,161.0,35.42636363636364,36.2,-0.49666666666666665
Texas,2024-09-01,150.33333333333334,37.42,38.38,-0.5033333333333333
Texas,2024-09-02,139.66666666666666,7.67,38.008,-0.51
Texas,2024-09-03,129.0,18.72,37.636,-0.535
Texas,2024-09-09,122.5,17.299999999999997,37.264,-0.56
Texas,2024-09-10,116.0,15.879999999999999,36.892,-0.5266666666666667
Texas,2024-09-11,116.0,14.459999999999999,36.52,-0.49333333333333335
Texas,2024-09-16,116.0,13.04,36.443333333333335,-0.46
Texas,2024-09-17,116.0,11.62,36.36666666666667,-0.4366666666666667
Texas,2024-09-21,117.66666666666667,10.2,36.29,-0.41333333333333333
Texas,2024-09-23,119.33333333333333,8.78,35.4,-0.39
Texas,2024-09-24,121.0,7.359999999999999,34.51,-0.38
Texas,2024-09-30,129.0,5.9399999999999995,33.62,-0.37
Texas,2024-10-01,137.0,4.52,32.73,-0.385
Texas,2024-10-02,142.75,3.69,31.881999999999998,-0.4
Texas,2024-10-03,148.5,6.34,31.034,-0.415
Texas,2024-10-07,154.25,9.886,30.186,-0.43
Texas,2024-10-08,160.0,13.431999999999999,29.337999999999997,-0.4666666666666667
Texas,2024-10-11,166.66666666666666,16.977999999999998,28.49,-0.5033333333333334
Texas,2024-10-14,173.33333333333334,20.523999999999997,27.476666666666667,-0.54
Texas,2024-10-15,180.0,24.069999999999997,26.46333333333333,-0.575
Texas,2024-10-21,190.5,27.615999999999996,25.45,-0.61
Texas,2024-10-22,201.0,31.161999999999995,26.8675,-0.6699999999999999
Texas,2024-10-28,218.0,34.708,28.285,-0.73
Texas,2024-10-29,235.0,38.25399999999999,29.7025,-0.78
Texas,2024-11-01,227.6,41.8,31.12,-0.83
Texas,2024-11-02,220.2,8.51,32.204,-0.88
Texas,2024-11-03,212.8,5.33,33.288,-0.9299999999999999
Texas,2024-11-04,205.4,6.249,34.372,-0.98
Texas,2024-11-05,198.0,7.168,35.456,-0.905
Texas,2024-11-11,191.5,8.087,36.54,-0.83
Texas,2024-11-12,185.0,9.006,35.995,-0.7649999999999999
Texas,2024-11-18,173.0,9.925,35.45,-0.7
Texas,2024-11-19,161.0,10.844,34.905,-0.6599999999999999
Texas,2024-11-21,160.0,11.763,34.36,-0.62
Texas,2024-11-25,159.0,12.681999999999999,32.49666666666667,-0.58
Texas,2024-11-26,158.0,13.600999999999999,30.633333333333333,-0.41999999999999993
Texas,2024-12-01,158.66666666666666,14.52,28.77,-0.25999999999999995
Texas,2024-12-02,159.33333333333334,7.59,29.11,-0.1
Texas,2024-12-03,160.0,22.35,29.45,-0.15000000000000002
Texas,2024-12-09,159.0,20.964545454545455,29.79,-0.2
Texas,2024-12-10,158.0,19.579090909090908,30.13,-0.16
Texas,2024-12-11,158.0,18.193636363636365,30.47,-0.12000000000000001
Texas,2024-12-16,158.0,16.80818181818182,30.926666666666666,-0.08
Texas,2024-12-17,158.0,15.422727272727272,31.383333333333333,-0.13666666666666666
Texas,2024-12-21,160.33333333333334,14.037272727272727,31.84,-0.19333333333333333
Texas,2024-12-23,162.66666666666666,12.651818181818182,31.944,-0.25
Texas,2024-12-24,165.0,11.266363636363636,32.048,-0.44
Texas,2024-12-30,155.5,9.880909090909089,32.152,-0.63
Texas,2024-12-31,146.0,8.495454545454544,32.256,-0.625
Texas,2025-01-01,146.5,7.11,32.36,-0.62
Texas,2025-01-02,147.0,4.79,32.086,-0.54
Texas,2025-01-03,147.5,15.18,31.811999999999998,-0.45999999999999996
Texas,2025-01-07,148.0,13.66625,31.538,-0.38
Texas,2025-01-08,148.0,12.1525,31.264,-0.3
Texas,2025-01-11,148.0,10.63875,30.99,-0.155
Texas,2025-01-15,148.0,9.125,28.924999999999997,-0.01
Texas,2025-01-21,148.0,7.61125,26.86,0.055
Texas,2025-01-22,148.0,6.0975,28.593333333333334,0.12
Texas,2025-01-29,148.0,4.58375,30.326666666666668,0.28
Texas,2025-02-01,148.0,3.07,32.06,0.14500000000000002
Texas,2025-02-02,148.0,16.33,31.963333333333335,0.010000000000000009
Texas,2025-02-03,148.0,4.61,31.866666666666667,-0.125
Texas,2025-02-11,148.0,5.2225,31.77,-0.26
Texas,2025-02-21,148.0,5.835,27.54,-0.395
Texas,2025-02-26,148.0,6.4475,28.25,-0.53
Texas,2025-03-01,148.0,7.06,28.96,-0.6766666666666666
Texas,2025-03-02,148.0,3.11,29.67,-0.8233333333333333
Texas,2025-03-03,148.0,21.8,30.38,-0.97
Texas,2025-03-11,148.0,21.375,31.09,-1.1166666666666667
Texas,2025-03-21,148.0,20.950000000000003,30.32,-1.2633333333333332
Texas,2025-03-26,148.0,20.525000000000002,32.4,-1.41
Texas,2025-04-01,148.0,20.1,34.48,-1.185
Texas,2025-04-02,148.0,16.7,33.61666666666667,-0.96
Texas,2025-04-03,148.0,36.32,32.75333333333333,-0.735
Texas,2025-04-11,148.0,37.3875,31.89,-0.51
Texas,2025-04-21,148.0,38.455,34.48,-0.2849999999999999
Texas,2025-04-23,148.0,39.5225,37.23,-0.06
Texas,2025-05-01,148.0,40.59,39.98,0.016
Texas,2025-05-02,148.0,16.43,39.83333333333333,0.092
Texas,2025-05-03,148.0,53.51,39.68666666666667,0.16799999999999998
Texas,2025-05-11,148.0,50.873333333333335,39.54,0.244
Texas,2025-05-21,148.0,48.236666666666665,37.54,0.32
Texas,2025-06-01,148.0,45.6,41.46,0.36
Texas,2025-06-02,148.0,39.95,42.67,0.4
Texas,2025-06-03,148.0,18.62,43.88,0.44
Texas,2025-06-11,148.0,21.552500000000002,45.09,0.48
Texas,2025-06-18,148.0,24.485,43.83,0.52
Texas,2025-06-21,148.0,27.4175,42.57,0.47400000000000003
Texas,2025-07-01,148.0,30.35,45.64,0.428
Texas,2025-07-02,148.0,21.01,45.64,0.382
Texas,2025-07-03,148.0,15.96,45.64,0.33599999999999997
Texas,2025-07-16,148.0,15.21,45.64,0.29
Texas,2025-08-01,148.0,14.46,45.64,0.21
Texas,2025-08-02,148.0,19.6,45.64,0.13
Texas,2025-08-03,148.0,25.13,45.64,0.05000000000000002
Texas,2025-08-13,148.0,21.189999999999998,45.64,-0.03
Texas,2025-09-01,148.0,17.25,45.64,-0.03
Texas,2025-09-02,148.0,14.35,45.64,-0.03
Texas,2025-09-03,148.0,22.69,45.64,-0.03
